Level,Region,Dataset,Kind,Period,18/19,19/20,20/21,21/22,22/23,23/24,24/25,25/26,26/27
state,PA,Anidro Estoque E.Disp,stock,May (1),1760,319,506,738,1066,127,10.0,604,2035.0
state,PA,Anidro Estoque E.Disp,stock,May (2),746,319,0,439,1498,753,10.0,262,933.0
state,PA,Anidro Estoque E.Disp,stock,Jun (1),688,59,0,0,1731,1753,10.0,568,100.0
state,PA,Anidro Estoque E.Disp,stock,Jun (2),1347,682,0,2225,3049,3700,1369.0,1958,1074.0
state,PA,Anidro Estoque E.Disp,stock,Jul (1),2022,3071,545,3794,3864,6085,2118.0,2241,1876.0
state,PA,Anidro Estoque E.Disp,stock,Jul (2),2290,4108,2775,5446,5653,8230,3207.0,4051,3263.0
state,PA,Anidro Estoque E.Disp,stock,Aug (1),2050,6474,4684,6943,6789,10033,5082.0,5170,
state,PA,Anidro Estoque E.Disp,stock,Aug (2),4650,8822,6879,8322,9632,13087,7038.0,5448,
state,PA,Anidro Estoque E.Disp,stock,Sep (1),5080,9595,7920,7826,11458,15288,9545.0,5541,
state,PA,Anidro Estoque E.Disp,stock,Sep (2),5520,11662,10269,9991,13706,15257,11291.0,7376,
state,PA,Anidro Estoque E.Disp,stock,Oct (1),6606,11485,12005,11802,15253,14173,12839.0,7497,
state,PA,Anidro Estoque E.Disp,stock,Oct (2),9198,12750,13555,13586,17411,14834,15668.0,9695,
state,PA,Anidro Estoque E.Disp,stock,Nov (1),10955,13970,14968,13883,18464,14834,16161.0,11379,
state,PA,Anidro Estoque E.Disp,stock,Nov (2),12177,15428,15771,14588,18693,14284,16999.0,12527,
state,PA,Anidro Estoque E.Disp,stock,Dec (1),11240,16375,15392,13569,16979,12750,16319.0,12618,
state,PA,Anidro Estoque E.Disp,stock,Dec (2),12720,15876,13807,15584,15130,14870,16387.0,11729,
state,PA,Anidro Estoque E.Disp,stock,Jan (1),11670,13201,12246,14895,13484,16092,15027.0,10195,
state,PA,Anidro Estoque E.Disp,stock,Jan (2),10972,11464,10510,12989,11226,12972,13049.0,8814,
state,PA,Anidro Estoque E.Disp,stock,Feb (1),9983,9450,8477,10964,8751,10545,11034.0,7314,
state,PA,Anidro Estoque E.Disp,stock,Feb (2),7418,7691,7623,9525,7200,6998,8749.0,6605,
state,PA,Anidro Estoque E.Disp,stock,Mar (1),5953,5841,5826,6954,5097,4655,7304.0,4622,
state,PA,Anidro Estoque E.Disp,stock,Mar (2),4236,4193,4432,5225,3339,2627,5988.0,4610,
state,PA,Anidro Estoque E.Fisico,stock,Apr (1),7155,4160,4404,4570,4229,2509,1456.0,3806,4413.0
state,PA,Anidro Estoque E.Fisico,stock,Apr (2),5251,2362,2561,2667,2253,1378,528.0,1660,3730.0
state,PA,Anidro Estoque E.Fisico,stock,May (1),2451,1266,687,1115,1499,530,319.0,736,2415.0
state,PA,Anidro Estoque E.Fisico,stock,May (2),1430,725,0,483,1813,753,334.0,284,1173.0
state,PA,Anidro Estoque E.Fisico,stock,Jun (1),853,1379,668,581,2651,2412,1854.0,1847,1734.0
state,PA,Anidro Estoque E.Fisico,stock,Jun (2),1928,2792,116,3029,3894,4454,2536.0,3320,2073.0
state,PA,Anidro Estoque E.Fisico,stock,Jul (1),2446,4997,1220,4939,5116,6762,3683.0,3067,2794.0
state,PA,Anidro Estoque E.Fisico,stock,Jul (2),3917,5521,2846,6777,6821,9507,3469.0,4804,4263.0
state,PA,Anidro Estoque E.Fisico,stock,Aug (1),4022,7743,5064,8316,7971,11373,5725.0,6605,
state,PA,Anidro Estoque E.Fisico,stock,Aug (2),5285,9552,7052,10110,10132,13981,7449.0,7070,
state,PA,Anidro Estoque E.Fisico,stock,Sep (1),7157,10608,9193,9878,12618,16597,10272.0,6742,
state,PA,Anidro Estoque E.Fisico,stock,Sep (2),8006,12921,11273,12335,14858,16776,11937.0,8457,
state,PA,Anidro Estoque E.Fisico,stock,Oct (1),8842,13090,12948,13299,16787,15848,13788.0,9272,
state,PA,Anidro Estoque E.Fisico,stock,Oct (2),10306,13332,14498,15197,19468,16706,16525.0,10692,
state,PA,Anidro Estoque E.Fisico,stock,Nov (1),12207,15232,15603,15782,21432,17469,17142.0,11879,
state,PA,Anidro Estoque E.Fisico,stock,Nov (2),13693,16204,16508,16420,21130,16923,18163.0,12854,
state,PA,Anidro Estoque E.Fisico,stock,Dec (1),12874,17498,16679,15593,19678,16704,17362.0,14288,
state,PA,Anidro Estoque E.Fisico,stock,Dec (2),14342,17399,15103,17140,17081,18157,17305.0,12708,
state,PA,Anidro Estoque E.Fisico,stock,Jan (1),13188,15376,13628,16193,15795,17726,16030.0,10671,
state,PA,Anidro Estoque E.Fisico,stock,Jan (2),12199,13462,11702,14897,13263,14582,14121.0,9254,
state,PA,Anidro Estoque E.Fisico,stock,Feb (1),10762,11349,10096,13428,11585,11922,12086.0,8206,
state,PA,Anidro Estoque E.Fisico,stock,Feb (2),9169,10065,9422,10739,9039,7921,10207.0,6755,
state,PA,Anidro Estoque E.Fisico,stock,Mar (1),7286,7619,7041,8903,6711,5408,8468.0,5173,
state,PA,Anidro Estoque E.Fisico,stock,Mar (2),5373,5941,5887,6442,4239,3294,6838.0,5478,
state,PA,Anidro Producao,flow,Apr (1),0,0,0,0,0,0,0.0,0,0.0
state,PA,Anidro Producao,flow,Apr (2),0,0,0,0,0,0,0.0,0,789.0
state,PA,Anidro Producao,flow,May (1),0,0,0,0,0,0,0.0,0,521.0
state,PA,Anidro Producao,flow,May (2),0,0,0,0,710,625,59.0,0,0.0
state,PA,Anidro Producao,flow,Jun (1),131,1590,1018,761,1780,2334,2211.0,1907,2160.0
state,PA,Anidro Producao,flow,Jun (2),2341,2765,2136,4131,3527,3379,3063.0,2773,1850.0
state,PA,Anidro Producao,flow,Jul (1),2507,3690,3053,3415,2711,3707,3074.0,1844,2328.0
state,PA,Anidro Producao,flow,Jul (2),2512,3163,3635,3583,3356,3799,2394.0,2925,2849.0
state,PA,Anidro Producao,flow,Aug (1),1859,3774,3802,3104,3079,2983,3541.0,3179,
state,PA,Anidro Producao,flow,Aug (2),3670,3779,3923,3583,4051,4133,3455.0,2808,
state,PA,Anidro Producao,flow,Sep (1),3308,2566,3557,1702,3931,3442,3962.0,2064,
state,PA,Anidro Producao,flow,Sep (2),2342,3911,3673,3772,3883,1061,3456.0,3562,
state,PA,Anidro Producao,flow,Oct (1),2415,2595,3514,3913,3331,119,3406.0,2895,
state,PA,Anidro Producao,flow,Oct (2),4192,2622,3473,3540,4289,2817,4081.0,3767,
state,PA,Anidro Producao,flow,Nov (1),3242,3342,2858,2308,3550,2518,2116.0,2932,
state,PA,Anidro Producao,flow,Nov (2),2717,3805,2640,2556,2102,1540,2642.0,2322,
state,PA,Anidro Producao,flow,Dec (1),788,3795,1394,1084,0,2367,967.0,3385,
state,PA,Anidro Producao,flow,Dec (2),2833,1237,0,3742,0,4438,1771.0,882,
state,PA,Anidro Producao,flow,Jan (1),979,0,0,437,0,3308,435.0,0,
state,PA,Anidro Producao,flow,Jan (2),257,0,0,0,0,0,0.0,727,
state,PA,Anidro Producao,flow,Feb (1),0,0,0,0,0,0,0.0,178,
state,PA,Anidro Producao,flow,Feb (2),0,0,0,0,0,0,0.0,0,
state,PA,Anidro Producao,flow,Mar (1),0,0,0,0,0,0,0.0,194,
state,PA,Anidro Producao,flow,Mar (2),0,0,0,0,0,0,0.0,1056,
state,PA,Anidro Saidas Distrib,flow,Apr (1),1110,813,1537,1317,1841,1672,1838.0,1565,1065.0
state,PA,Anidro Saidas Distrib,flow,Apr (2),1904,1798,1843,1903,1603,1131,928.0,2146,1472.0
state,PA,Anidro Saidas Distrib,flow,May (1),2800,495,1874,1552,694,848,209.0,924,1836.0
state,PA,Anidro Saidas Distrib,flow,May (2),1021,541,165,632,276,402,44.0,452,1097.0
state,PA,Anidro Saidas Distrib,flow,Jun (1),615,936,350,663,942,675,599.0,60,1599.0
state,PA,Anidro Saidas Distrib,flow,Jun (2),892,1352,2688,1683,1943,1337,2381.0,1300,1511.0
state,PA,Anidro Saidas Distrib,flow,Jul (1),1989,1485,1949,1505,1489,1399,1927.0,2097,1607.0
state,PA,Anidro Saidas Distrib,flow,Jul (2),1041,2639,2009,1745,1651,1054,2608.0,1188,1380.0
state,PA,Anidro Saidas Distrib,flow,Aug (1),1754,1552,1584,1565,1929,1117,1285.0,1378,
state,PA,Anidro Saidas Distrib,flow,Aug (2),2407,1970,1935,1789,1890,1525,1731.0,2343,
state,PA,Anidro Saidas Distrib,flow,Sep (1),1436,1510,1416,1934,1445,826,1139.0,2392,
state,PA,Anidro Saidas Distrib,flow,Sep (2),1493,1598,1593,1315,1643,882,1791.0,1847,
state,PA,Anidro Saidas Distrib,flow,Oct (1),1579,2079,1839,2949,1402,1047,1555.0,2080,
state,PA,Anidro Saidas Distrib,flow,Oct (2),2728,2380,1923,1642,1608,1959,1344.0,2347,
state,PA,Anidro Saidas Distrib,flow,Nov (1),1341,1442,1753,1723,1586,1755,1499.0,1745,
state,PA,Anidro Saidas Distrib,flow,Nov (2),1231,2833,1735,1918,2404,2086,1621.0,1347,
state,PA,Anidro Saidas Distrib,flow,Dec (1),1607,2501,1223,1911,1452,2586,1768.0,1951,
state,PA,Anidro Saidas Distrib,flow,Dec (2),1365,1336,1576,2195,2597,2985,1828.0,2462,
state,PA,Anidro Saidas Distrib,flow,Jan (1),2133,2023,1475,1537,1286,3589,1710.0,1907,
state,PA,Anidro Saidas Distrib,flow,Jan (2),1246,1914,1926,1296,2504,2009,1704.0,2144,
state,PA,Anidro Saidas Distrib,flow,Feb (1),1437,2113,1606,1469,1212,2100,2035.0,1171,
state,PA,Anidro Saidas Distrib,flow,Feb (2),1593,1284,674,2689,2080,2789,1879.0,1077,
state,PA,Anidro Saidas Distrib,flow,Mar (1),1283,2446,2381,1836,1856,2210,1600.0,1776,
state,PA,Anidro Saidas Distrib,flow,Mar (2),1313,1678,1154,2461,2337,1914,1630.0,751,
state,PA,Anidro Saidas M.Ext,flow,Apr (1),0,0,0,0,0,0,0.0,0,0.0
state,PA,Anidro Saidas M.Ext,flow,Apr (2),0,0,0,0,0,0,0.0,0,0.0
state,PA,Anidro Saidas M.Ext,flow,May (1),0,0,0,0,0,0,0.0,0,0.0
state,PA,Anidro Saidas M.Ext,flow,May (2),0,0,0,0,0,0,0.0,0,0.0
state,PA,Anidro Saidas M.Ext,flow,Jun (1),0,0,0,0,0,0,0.0,0,0.0
state,PA,Anidro Saidas M.Ext,flow,Jun (2),0,0,0,0,0,0,0.0,0,0.0
state,PA,Anidro Saidas M.Ext,flow,Jul (1),0,0,0,0,0,0,0.0,0,0.0
state,PA,Anidro Saidas M.Ext,flow,Jul (2),0,0,0,0,0,0,0.0,0,0.0
state,PA,Anidro Saidas M.Ext,flow,Aug (1),0,0,0,0,0,0,0.0,0,
state,PA,Anidro Saidas M.Ext,flow,Aug (2),0,0,0,0,0,0,0.0,0,
state,PA,Anidro Saidas M.Ext,flow,Sep (1),0,0,0,0,0,0,0.0,0,
state,PA,Anidro Saidas M.Ext,flow,Sep (2),0,0,0,0,0,0,0.0,0,
state,PA,Anidro Saidas M.Ext,flow,Oct (1),0,0,0,0,0,0,0.0,0,
state,PA,Anidro Saidas M.Ext,flow,Oct (2),0,0,0,0,0,0,0.0,0,
state,PA,Anidro Saidas M.Ext,flow,Nov (1),0,0,0,0,0,0,0.0,0,
state,PA,Anidro Saidas M.Ext,flow,Nov (2),0,0,0,0,0,0,0.0,0,
state,PA,Anidro Saidas M.Ext,flow,Dec (1),0,0,0,0,0,0,0.0,0,
state,PA,Anidro Saidas M.Ext,flow,Dec (2),0,0,0,0,0,0,0.0,0,
state,PA,Anidro Saidas M.Ext,flow,Jan (1),0,0,0,0,0,0,0.0,0,
state,PA,Anidro Saidas M.Ext,flow,Jan (2),0,0,0,0,0,0,0.0,0,
state,PA,Anidro Saidas M.Ext,flow,Feb (1),0,0,0,0,0,0,0.0,0,
state,PA,Anidro Saidas M.Ext,flow,Feb (2),0,0,0,0,0,0,0.0,0,
state,PA,Anidro Saidas M.Ext,flow,Mar (1),0,0,0,0,0,0,0.0,0,
state,PA,Anidro Saidas M.Ext,flow,Mar (2),0,0,0,0,0,0,0.0,0,
state,PA,Anidro Saidas Outras,flow,Apr (1),0,400,0,0,372,58,0.0,1467,0.0
state,PA,Anidro Saidas Outras,flow,Apr (2),0,0,0,0,373,0,0.0,0,0.0
state,PA,Anidro Saidas Outras,flow,May (1),0,601,0,0,60,0,0.0,0,0.0
state,PA,Anidro Saidas Outras,flow,May (2),0,0,522,0,120,0,0.0,0,145.0
state,PA,Anidro Saidas Outras,flow,Jun (1),93,0,0,0,0,0,92.0,284,0.0
state,PA,Anidro Saidas Outras,flow,Jun (2),374,0,0,0,341,0,0.0,0,0.0
state,PA,Anidro Saidas Outras,flow,Jul (1),0,0,0,0,0,0,0.0,0,0.0
state,PA,Anidro Saidas Outras,flow,Jul (2),0,0,0,0,0,0,0.0,0,0.0
state,PA,Anidro Saidas Outras,flow,Aug (1),0,0,0,0,0,0,0.0,0,
state,PA,Anidro Saidas Outras,flow,Aug (2),0,0,0,0,0,0,0.0,0,
state,PA,Anidro Saidas Outras,flow,Sep (1),0,0,0,0,0,0,0.0,0,
state,PA,Anidro Saidas Outras,flow,Sep (2),0,0,0,0,0,0,0.0,0,
state,PA,Anidro Saidas Outras,flow,Oct (1),0,347,0,0,0,0,0.0,0,
state,PA,Anidro Saidas Outras,flow,Oct (2),0,0,0,0,0,0,0.0,0,
state,PA,Anidro Saidas Outras,flow,Nov (1),0,0,0,0,0,0,0.0,0,
state,PA,Anidro Saidas Outras,flow,Nov (2),0,0,0,0,0,0,0.0,0,
state,PA,Anidro Saidas Outras,flow,Dec (1),0,0,0,0,0,0,0.0,0,
state,PA,Anidro Saidas Outras,flow,Dec (2),0,0,0,0,0,0,0.0,0,
state,PA,Anidro Saidas Outras,flow,Jan (1),0,0,0,0,0,150,0.0,130,
state,PA,Anidro Saidas Outras,flow,Jan (2),0,0,0,0,28,1135,205.0,0,
state,PA,Anidro Saidas Outras,flow,Feb (1),0,0,0,0,466,560,0.0,55,
state,PA,Anidro Saidas Outras,flow,Feb (2),0,0,0,0,466,1212,0.0,374,
state,PA,Anidro Saidas Outras,flow,Mar (1),600,0,0,0,472,303,139.0,0,
state,PA,Anidro Saidas Outras,flow,Mar (2),600,0,0,0,135,200,0.0,0,
state,PA,Cana,flow,Apr (1),0,0,0,0,0,0,0.0,0,0.0
state,PA,Cana,flow,Apr (2),0,0,0,0,0,0,0.0,0,0.0
state,PA,Cana,flow,May (1),0,0,0,0,0,0,0.0,0,0.0
state,PA,Cana,flow,May (2),0,5765,0,0,55601,24075,31148.0,14691,0.0
state,PA,Cana,flow,Jun (1),22171,68830,63590,53704,62738,0,81307.0,70417,143823.0
state,PA,Cana,flow,Jun (2),69191,89741,0,0,102864,116864,112053.0,63219,118637.0
state,PA,Cana,flow,Jul (1),94353,99985,74444,206063,102864,112331,91549.0,143273,121310.0
state,PA,Cana,flow,Jul (2),68965,105403,166564,112251,117586,117556,113748.0,126103,125050.0
state,PA,Cana,flow,Aug (1),70450,83398,99279,78675,87631,85333,112486.0,129145,
state,PA,Cana,flow,Aug (2),79458,93964,108330,99364,114909,120077,107871.0,111176,
state,PA,Cana,flow,Sep (1),79158,64539,84031,99364,117053,107162,109385.0,113440,
state,PA,Cana,flow,Sep (2),71545,96643,90656,93280,110103,108508,94935.0,118016,
state,PA,Cana,flow,Oct (1),75404,84455,99372,95650,95441,111555,91848.0,106620,
state,PA,Cana,flow,Oct (2),85353,95574,103796,94430,124253,108132,107197.0,127917,
state,PA,Cana,flow,Nov (1),70428,72991,62847,60886,77788,200191,94455.0,111088,
state,PA,Cana,flow,Nov (2),63625,116036,0,81772,0,64250,94844.0,99246,
state,PA,Cana,flow,Dec (1),28710,94825,83458,22360,0,1,78185.0,94458,
state,PA,Cana,flow,Dec (2),64947,22803,0,0,0,1,22836.0,22247,
state,PA,Cana,flow,Jan (1),51156,0,0,82181,0,0,0.0,0,
state,PA,Cana,flow,Jan (2),4120,0,0,0,0,0,0.0,0,
state,PA,Cana,flow,Feb (1),0,0,0,0,0,0,0.0,0,
state,PA,Cana,flow,Feb (2),0,0,0,0,0,0,0.0,0,
state,PA,Cana,flow,Mar (1),0,0,0,0,0,0,0.0,0,
state,PA,Cana,flow,Mar (2),0,0,0,0,0,0,0.0,0,
state,PA,Etanol Total,flow,Apr (1),0,0,0,0,0,0,0.0,0,2193.0
state,PA,Etanol Total,flow,Apr (2),0,0,0,0,0,0,0.0,0,1285.0
state,PA,Etanol Total,flow,May (1),0,0,0,0,0,0,0.0,0,626.0
state,PA,Etanol Total,flow,May (2),0,0,0,0,2078,1309,1102.0,206,0.0
state,PA,Etanol Total,flow,Jun (1),226,2263,1960,1949,2604,3824,2418.0,2825,4640.0
state,PA,Etanol Total,flow,Jun (2),2686,3921,3019,4750,4307,4391,3873.0,3144,4450.0
state,PA,Etanol Total,flow,Jul (1),2916,4341,3526,4656,3294,4637,3781.0,4019,4487.0
state,PA,Etanol Total,flow,Jul (2),3068,5037,4301,5177,4899,4749,4474.0,4779,4772.0
state,PA,Etanol Total,flow,Aug (1),3343,4442,4382,3683,4124,3770,4390.0,4346,
state,PA,Etanol Total,flow,Aug (2),4141,4624,5118,4562,5060,5662,4506.0,4865,
state,PA,Etanol Total,flow,Sep (1),4190,3159,4181,4248,4848,4769,4947.0,4112,
state,PA,Etanol Total,flow,Sep (2),3741,5013,4767,4558,4872,2420,4308.0,4952,
state,PA,Etanol Total,flow,Oct (1),3939,4607,5153,4462,4310,1344,4740.0,4297,
state,PA,Etanol Total,flow,Oct (2),4496,5100,5395,4348,5299,4147,4872.0,5136,
state,PA,Etanol Total,flow,Nov (1),3538,4740,3330,3295,4144,3608,4891.0,4418,
state,PA,Etanol Total,flow,Nov (2),2820,4895,2684,3713,3133,2820,4054.0,4463,
state,PA,Etanol Total,flow,Dec (1),1171,4720,2584,1513,0,3072,2692.0,4451,
state,PA,Etanol Total,flow,Dec (2),3168,1439,0,3801,0,4438,2751.0,1788,
state,PA,Etanol Total,flow,Jan (1),2290,0,0,437,0,3308,435.0,0,
state,PA,Etanol Total,flow,Jan (2),393,0,0,0,0,0,0.0,2520,
state,PA,Etanol Total,flow,Feb (1),0,0,0,0,0,0,0.0,1398,
state,PA,Etanol Total,flow,Feb (2),0,0,0,0,0,0,0.0,1754,
state,PA,Etanol Total,flow,Mar (1),0,0,0,0,0,0,0.0,2042,
state,PA,Etanol Total,flow,Mar (2),0,0,0,0,0,0,0.0,1732,
state,PA,Hidratado Entradas,flow,Apr (1),810,412,271,155,455,102,82.0,1841,1840.0
state,PA,Hidratado Entradas,flow,Apr (2),0,0,0,0,373,0,0.0,0,0.0
state,PA,Hidratado Entradas,flow,May (1),0,100,0,0,60,0,0.0,0,0.0
state,PA,Hidratado Entradas,flow,May (2),0,0,89,0,120,0,0.0,0,0.0
state,PA,Hidratado Entradas,flow,Jun (1),93,0,0,0,0,0,0.0,0,0.0
state,PA,Hidratado Entradas,flow,Jun (2),0,0,0,0,0,0,0.0,0,0.0
state,PA,Hidratado Entradas,flow,Jul (1),0,0,0,0,0,0,0.0,0,0.0
state,PA,Hidratado Entradas,flow,Jul (2),0,0,0,0,0,0,0.0,0,0.0
state,PA,Hidratado Entradas,flow,Aug (1),0,0,0,0,0,0,0.0,0,
state,PA,Hidratado Entradas,flow,Aug (2),0,0,0,0,0,0,0.0,0,
state,PA,Hidratado Entradas,flow,Sep (1),0,0,0,0,0,0,0.0,0,
state,PA,Hidratado Entradas,flow,Sep (2),0,0,0,0,0,0,0.0,0,
state,PA,Hidratado Entradas,flow,Oct (1),0,347,0,0,0,0,0.0,0,
state,PA,Hidratado Entradas,flow,Oct (2),0,0,0,0,0,0,0.0,0,
state,PA,Hidratado Entradas,flow,Nov (1),0,0,0,0,0,0,0.0,0,
state,PA,Hidratado Entradas,flow,Nov (2),0,0,0,0,0,0,0.0,0,
state,PA,Hidratado Entradas,flow,Dec (1),0,0,0,0,0,0,0.0,0,
state,PA,Hidratado Entradas,flow,Dec (2),0,0,0,0,0,0,0.0,0,
state,PA,Hidratado Entradas,flow,Jan (1),0,0,0,0,0,160,0.0,140,
state,PA,Hidratado Entradas,flow,Jan (2),0,0,0,0,0,1070,0.0,0,
state,PA,Hidratado Entradas,flow,Feb (1),0,0,0,0,500,599,0.0,57,
state,PA,Hidratado Entradas,flow,Feb (2),0,0,0,0,500,1251,0.0,0,
state,PA,Hidratado Entradas,flow,Mar (1),600,0,0,0,472,294,0.0,0,
state,PA,Hidratado Entradas,flow,Mar (2),600,0,0,0,135,149,0.0,0,
state,PA,Hidratado Estoque E.Disp,stock,Apr (1),240,45,64,110,0,40,60.0,559,2503.0
state,PA,Hidratado Estoque E.Disp,stock,Apr (2),217,45,64,110,0,40,60.0,491,1917.0
state,PA,Hidratado Estoque E.Disp,stock,May (1),124,15,3,110,0,40,60.0,209,1680.0
state,PA,Hidratado Estoque E.Disp,stock,May (2),44,15,0,0,1137,689,1103.0,325,778.0
state,PA,Hidratado Estoque E.Disp,stock,Jun (1),95,440,627,594,1259,1319,688.0,734,1854.0
state,PA,Hidratado Estoque E.Disp,stock,Jun (2),5,561,919,321,1110,1595,39.0,315,2258.0
state,PA,Hidratado Estoque E.Disp,stock,Jul (1),0,124,822,875,1144,1715,10.0,178,2625.0
state,PA,Hidratado Estoque E.Disp,stock,Jul (2),0,906,954,1660,1766,1983,727.0,773,2759.0
state,PA,Hidratado Estoque E.Disp,stock,Aug (1),0,962,793,1534,1674,1975,647.0,244,
state,PA,Hidratado Estoque E.Disp,stock,Aug (2),187,1197,1561,1465,2167,2880,1054.0,321,
state,PA,Hidratado Estoque E.Disp,stock,Sep (1),0,1059,1017,3403,1834,2975,1136.0,1077,
state,PA,Hidratado Estoque E.Disp,stock,Sep (2),0,849,1395,3456,1843,2790,1095.0,1484,
state,PA,Hidratado Estoque E.Disp,stock,Oct (1),1358,2210,2183,3372,2001,2936,1826.0,87,
state,PA,Hidratado Estoque E.Disp,stock,Oct (2),1486,3752,3306,3314,2065,3012,1751.0,110,
state,PA,Hidratado Estoque E.Disp,stock,Nov (1),1433,4490,3090,3682,2672,2520,3630.0,300,
state,PA,Hidratado Estoque E.Disp,stock,Nov (2),1186,4732,2607,4138,3037,2849,3992.0,1546,
state,PA,Hidratado Estoque E.Disp,stock,Dec (1),1083,3855,3276,3850,2053,2133,4491.0,85,
state,PA,Hidratado Estoque E.Disp,stock,Dec (2),1008,3351,2389,3245,1043,556,4225.0,107,
state,PA,Hidratado Estoque E.Disp,stock,Jan (1),1158,2729,1878,2157,185,145,2912.0,60,
state,PA,Hidratado Estoque E.Disp,stock,Jan (2),725,1958,1292,1876,185,94,1699.0,895,
state,PA,Hidratado Estoque E.Disp,stock,Feb (1),49,809,748,1138,285,273,1032.0,824,
state,PA,Hidratado Estoque E.Disp,stock,Feb (2),35,263,187,522,285,0,149.0,1491,
state,PA,Hidratado Estoque E.Disp,stock,Mar (1),48,139,157,244,285,0,15.0,2466,
state,PA,Hidratado Estoque E.Disp,stock,Mar (2),10,138,156,0,40,77,15.0,1472,
state,PA,Hidratado Estoque E.Fisico,stock,Apr (1),688,229,226,110,100,42,65.0,1246,2633.0
state,PA,Hidratado Estoque E.Fisico,stock,Apr (2),566,229,122,110,0,42,65.0,890,2013.0
state,PA,Hidratado Estoque E.Fisico,stock,May (1),204,116,18,110,0,42,65.0,451,1727.0
state,PA,Hidratado Estoque E.Fisico,stock,May (2),85,59,0,0,1250,689,1108.0,342,975.0
state,PA,Hidratado Estoque E.Fisico,stock,Jun (1),95,732,883,1128,1791,1721,1135.0,1064,2862.0
state,PA,Hidratado Estoque E.Fisico,stock,Jun (2),264,1367,1277,1212,1794,2081,1067.0,514,3413.0
state,PA,Hidratado Estoque E.Fisico,stock,Jul (1),478,1460,1289,1754,1427,2414,439.0,1099,3976.0
state,PA,Hidratado Estoque E.Fisico,stock,Jul (2),124,1990,1581,2891,2484,2678,1069.0,1341,4276.0
state,PA,Hidratado Estoque E.Fisico,stock,Aug (1),310,1852,1249,2846,2731,2783,1560.0,1052,
state,PA,Hidratado Estoque E.Fisico,stock,Aug (2),214,1529,1805,2959,3089,3437,1602.0,1305,
state,PA,Hidratado Estoque E.Fisico,stock,Sep (1),231,1418,1397,4984,3196,3625,2080.0,1370,
state,PA,Hidratado Estoque E.Fisico,stock,Sep (2),514,1358,1958,4960,3378,3664,2488.0,2005,
state,PA,Hidratado Estoque E.Fisico,stock,Oct (1),1588,2613,3032,4975,3491,3751,3118.0,1470,
state,PA,Hidratado Estoque E.Fisico,stock,Oct (2),1832,4179,4155,4791,3588,3901,2866.0,1300,
state,PA,Hidratado Estoque E.Fisico,stock,Nov (1),2127,4746,3591,5005,3440,3621,4993.0,1284,
state,PA,Hidratado Estoque E.Fisico,stock,Nov (2),1785,4840,3294,5227,3780,3371,5390.0,2468,
state,PA,Hidratado Estoque E.Fisico,stock,Dec (1),1721,4695,3727,4419,3103,2771,6145.0,1824,
state,PA,Hidratado Estoque E.Fisico,stock,Dec (2),1848,4322,2911,3341,2223,1624,5870.0,1102,
state,PA,Hidratado Estoque E.Fisico,stock,Jan (1),2609,3473,2480,2730,1738,499,4720.0,215,
state,PA,Hidratado Estoque E.Fisico,stock,Jan (2),1819,2429,1706,2249,914,647,3016.0,1108,
state,PA,Hidratado Estoque E.Fisico,stock,Feb (1),976,1282,989,1841,469,589,2364.0,1184,
state,PA,Hidratado Estoque E.Fisico,stock,Feb (2),88,825,633,1498,321,70,1430.0,1895,
state,PA,Hidratado Estoque E.Fisico,stock,Mar (1),151,374,157,874,326,81,1216.0,2848,
state,PA,Hidratado Estoque E.Fisico,stock,Mar (2),12,271,155,83,44,82,374.0,1840,
state,PA,Hidratado Producao,flow,Apr (1),0,0,0,0,0,0,0.0,0,2193.0
state,PA,Hidratado Producao,flow,Apr (2),0,0,0,0,0,0,0.0,0,496.0
state,PA,Hidratado Producao,flow,May (1),0,0,0,0,0,0,0.0,0,105.0
state,PA,Hidratado Producao,flow,May (2),0,0,0,0,1368,684,1043.0,206,0.0
state,PA,Hidratado Producao,flow,Jun (1),95,673,942,1188,824,1490,207.0,918,2480.0
state,PA,Hidratado Producao,flow,Jun (2),345,1156,883,619,780,1012,810.0,371,2600.0
state,PA,Hidratado Producao,flow,Jul (1),409,651,473,1241,583,930,707.0,2175,2159.0
state,PA,Hidratado Producao,flow,Jul (2),556,1874,666,1594,1543,950,2080.0,1854,1923.0
state,PA,Hidratado Producao,flow,Aug (1),1484,668,580,579,1045,787,849.0,1167,
state,PA,Hidratado Producao,flow,Aug (2),471,845,1195,979,1009,1529,1051.0,2057,
